Age,CabinNumber,CryoSleep,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_nan,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_nan,FoodCourt,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,PassengerId,RoomService,ShoppingMall,Side_S,Side_nan,Spa,Transported,VIP,VRDeck
31.0,96,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0425_03,0.0,0.0,0.0,0.0,0.0,1,0,0.0
50.0,1087,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6702_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
16.0,536,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3289_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
41.0,1412,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6792_01,145.0,2383.0,0.0,0.0,30.0,1,0,40.0
50.0,1527,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8004_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
34.0,1719,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8881_01,0.0,717.0,1.0,0.0,0.0,1,0,0.0
21.0,15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0067_03,1946.0,0.0,1.0,0.0,0.0,0,0,24.0
28.0,662,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3512_01,1.0,857.0,1.0,0.0,0.0,0,0,0.0
20.0,880,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,5485_01,0.0,82.0,0.0,0.0,14.0,0,0,704.0
18.0,1450,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7592_01,0.0,0.0,1.0,0.0,1586.0,0,0,0.0
27.0,466,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2863_01,0.0,49.0,0.0,0.0,0.0,0,0,801.0
54.0,152,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1024_03,0.0,0.0,0.0,0.0,594.0,0,0,209.0
17.0,339,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1712_01,139.0,959.0,0.0,0.0,21.0,0,0,0.0
22.0,1348,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,6511_01,151.0,26.0,0.0,0.0,0.0,0,0,533.0
10.0,1166,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7255_01,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25.0,1295,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7994_01,153.0,0.0,0.0,0.0,388.0,0,0,0.0
33.0,476,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3624.0,1.0,0.0,0.0,7161_01,0.0,0.0,1.0,0.0,1537.0,0,0,498.0
16.0,1034,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6378_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
25.0,137,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3850_07,0.0,0.0,1.0,0.0,0.0,1,0,0.0
24.0,404,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,2502_01,873.0,1.0,1.0,0.0,0.0,0,0,3.0
47.0,1436,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6934_01,160.0,1232.0,0.0,0.0,36.0,1,0,0.0
26.0,118,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3747_02,0.0,0.0,0.0,0.0,0.0,1,0,0.0
56.0,1066,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,605.0,0.0,0.0,0.0,6580_01,0.0,0.0,0.0,0.0,179.0,0,0,0.0
21.0,1396,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1028.0,0.0,0.0,0.0,8602_02,10.0,3.0,0.0,0.0,2519.0,0,1,0.0
23.0,870,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,806.0,0.0,0.0,0.0,5412_01,0.0,0.0,0.0,0.0,2.0,1,0,0.0
49.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0020_02,0.0,0.0,1.0,0.0,0.0,0,0,0.0
19.0,1153,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5572_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
19.0,243,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1259_01,0.0,619.0,1.0,0.0,0.0,0,0,142.0
22.0,1667,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8641_03,0.0,0.0,1.0,0.0,0.0,1,0,0.0
27.0,423,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2137_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
34.0,249,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6406_02,0.0,0.0,1.0,0.0,0.0,1,0,0.0
37.0,1278,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,6670_01,864.0,0.0,1.0,0.0,0.0,0,0,0.0
17.0,1172,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7192_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
23.0,265,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1268.0,0.0,0.0,0.0,1362_01,0.0,0.0,1.0,0.0,119.0,0,0,2.0
35.0,1381,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7193_01,150.0,96.0,1.0,0.0,638.0,1,0,0.0
21.0,74,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1006_01,0.0,0.0,1.0,0.0,0.0,0,0,791.0
20.0,1453,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8956_02,0.0,0.0,0.0,0.0,0.0,1,0,0.0
38.0,705,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,668.0,0.0,0.0,0.0,4303_02,0.0,84.0,1.0,0.0,267.0,0,0,0.0
43.0,277,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7269.0,1.0,0.0,0.0,8382_01,0.0,0.0,0.0,0.0,2750.0,0,0,2367.0
33.0,114,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,0.0,1.0,0.0,0563_01,840.0,402.0,0.0,0.0,21.0,0,0,0.0
48.0,1747,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8508_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
21.0,1825,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8860_03,0.0,0.0,0.0,0.0,0.0,1,0,0.0
21.0,1069,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1668.0,0.0,0.0,0.0,5601_04,958.0,82.0,1.0,0.0,0.0,1,0,78.0
18.0,957,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5894_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
12.0,183,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1186_05,0.0,0.0,1.0,0.0,0.0,0,0,0.0
39.0,1322,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,741.0,0.0,0.0,0.0,6905_01,130.0,0.0,1.0,0.0,0.0,0,0,0.0
32.0,154,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3724.0,1.0,0.0,0.0,4278_01,401.0,5.0,1.0,0.0,422.0,1,0,62.0
37.0,239,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,6215_02,0.0,0.0,1.0,0.0,3282.0,0,0,11.0
56.0,893,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,779.0,0.0,0.0,0.0,4305_01,0.0,12.0,0.0,0.0,3.0,0,0,35.0
46.0,1690,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8171_01,0.0,594.0,0.0,0.0,154.0,0,0,0.0
30.0,851,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,4534_01,60.0,553.0,1.0,0.0,1.0,1,0,0.0
18.0,63,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1117_01,855.0,51.0,0.0,0.0,0.0,0,0,0.0
33.0,1327,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,819.0,0.0,0.0,0.0,8231_01,201.0,0.0,1.0,0.0,0.0,1,0,0.0
62.0,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,592.0,0.0,0.0,0.0,0062_01,0.0,0.0,1.0,0.0,17.0,0,0,25.0
43.0,1545,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7475_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
38.0,168,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,1.0,0.0,0.0,5344_01,0.0,0.0,0.0,0.0,434.0,0,0,10074.0
36.0,364,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,1.0,0.0,0.0,5599_01,380.0,0.0,1.0,0.0,295.0,0,1,1247.0
22.0,1606,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8373_01,1.0,243.0,1.0,0.0,0.0,0,0,484.0
38.0,586,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,169.0,0.0,0.0,0.0,2819_01,77.0,0.0,0.0,0.0,0.0,0,0,470.0
31.0,209,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3188_01,0.0,0.0,1.0,0.0,0.0,0,0,0.0
47.0,924,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5700_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
33.0,523,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2709_03,361.0,381.0,1.0,0.0,1622.0,0,0,0.0
19.0,29,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0133_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
44.0,161,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,1.0,0.0,0.0,4177_03,36.0,0.0,1.0,0.0,1675.0,0,0,3597.0
36.0,491,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,0.0,0.0,0.0,2546_01,548.0,24.0,1.0,0.0,0.0,0,0,77.0
29.0,201,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,1.0,0.0,0.0,6490_02,0.0,0.0,0.0,0.0,4921.0,0,0,290.0
42.0,1030,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5379_01,0.0,8.0,1.0,0.0,3409.0,0,0,0.0
19.0,737,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3558_02,0.0,0.0,0.0,0.0,0.0,1,0,0.0
19.0,1824,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8848_01,1037.0,40.0,0.0,0.0,0.0,1,0,0.0
24.0,36,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,0.0,0.0,0.0,0548_01,0.0,704.0,1.0,0.0,0.0,1,0,1.0
43.0,619,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,3283_01,0.0,34.0,1.0,0.0,753.0,0,0,1.0
32.0,461,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1369.0,1.0,0.0,0.0,7186_02,0.0,29.0,0.0,0.0,662.0,0,0,22.0
36.0,338,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14773.0,1.0,0.0,0.0,9168_01,23.0,0.0,1.0,0.0,1159.0,0,0,7819.0
26.0,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1026.0,1.0,0.0,0.0,1238_01,0.0,3301.0,1.0,0.0,831.0,1,0,356.0
53.0,613,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3252_01,8.0,236.0,1.0,0.0,0.0,0,0,2049.0
36.0,1001,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6172_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
14.0,1088,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5698_01,0.0,325.0,1.0,0.0,247.0,0,0,305.0
31.0,562,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,1.0,0.0,8749_01,947.0,19.0,0.0,0.0,0.0,0,0,0.0
53.0,570,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3550_01,0.0,0.0,1.0,0.0,0.0,0,0,0.0
6.0,550,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3363_02,0.0,0.0,0.0,0.0,0.0,1,0,0.0
30.0,314,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1995_01,231.0,0.0,1.0,0.0,274.0,0,0,26.0
43.0,1010,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4951_01,11.0,1297.0,0.0,0.0,38.0,1,0,0.0
22.0,971,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4772_01,256.0,0.0,0.0,0.0,0.0,0,0,373.0
32.0,597,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,475.0,0.0,0.0,0.0,9099_01,0.0,51.0,1.0,0.0,440.0,0,0,642.0
26.0,321,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1614_01,432.0,965.0,0.0,0.0,35.0,0,1,0.0
6.0,1267,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7872_04,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21.0,941,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5828_01,621.0,0.0,0.0,0.0,0.0,0,0,0.0
21.0,1058,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,5186_01,41.0,2.0,0.0,0.0,29.0,0,0,0.0
0.0,577,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3519_03,0.0,0.0,0.0,0.0,0.0,1,0,0.0
0.0,1340,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8302_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
14.0,1704,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1427.0,0.0,0.0,0.0,8796_06,0.0,148.0,1.0,0.0,0.0,1,0,7.0
35.0,512,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2476_01,0.0,1.0,0.0,0.0,0.0,0,1,1264.0
23.0,1725,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,471.0,0.0,0.0,0.0,8930_01,0.0,120.0,1.0,0.0,13.0,1,0,6.0
70.0,204,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1065.0,1.0,0.0,0.0,5258_01,241.0,0.0,1.0,0.0,2290.0,1,0,2.0
38.0,1387,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1319.0,0.0,0.0,0.0,7206_01,622.0,42.0,1.0,0.0,1.0,0,0,444.0
37.0,270,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4309_01,0.0,785.0,0.0,0.0,3.0,0,0,0.0
31.0,1028,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.0,0.0,0.0,5050_01,433.0,238.0,0.0,0.0,86.0,0,0,0.0
18.0,1215,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,1.0,0.0,6367_02,114.0,927.0,1.0,0.0,0.0,1,0,0.0
57.0,458,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
29.0,49,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,1232_02,0.0,0.0,1.0,0.0,4651.0,0,0,661.0
24.0,609,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3724_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
25.0,1557,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7517_01,15.0,0.0,0.0,0.0,635.0,0,0,0.0
0.0,1235,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7699_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
41.0,293,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7865_03,0.0,0.0,1.0,0.0,0.0,1,0,0.0
19.0,1007,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2077.0,0.0,0.0,0.0,4939_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
49.0,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853.0,1.0,0.0,0.0,8741_02,0.0,0.0,0.0,0.0,245.0,1,0,178.0
15.0,164,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,162.0,0.0,0.0,0.0,1040_01,521.0,62.0,1.0,0.0,5.0,1,0,0.0
44.0,1700,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8769_01,1.0,2080.0,1.0,0.0,11.0,1,0,0.0
22.0,374,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2325_01,0.0,0.0,1.0,0.0,0.0,0,0,0.0
33.0,238,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,630.0,0.0,0.0,0.0,3492_01,44.0,18.0,1.0,0.0,96.0,0,0,0.0
28.0,182,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3119.0,1.0,0.0,0.0,4689_01,0.0,0.0,1.0,0.0,1404.0,1,1,366.0
43.0,1176,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6148_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
54.0,319,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8117_03,0.0,0.0,1.0,0.0,0.0,1,1,0.0
33.0,507,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2446_01,0.0,661.0,0.0,0.0,0.0,1,0,94.0
28.0,46,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1426_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
22.0,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2876.0,0.0,1.0,0.0,0348_01,142.0,202.0,0.0,0.0,3.0,1,0,0.0
35.0,1218,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5888_02,750.0,0.0,0.0,0.0,0.0,0,0,1065.0
21.0,1249,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7777_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
46.0,211,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1027_02,1454.0,81.0,0.0,0.0,38.0,0,0,0.0
14.0,622,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2965_01,0.0,709.0,0.0,0.0,258.0,0,0,3.0
38.0,277,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5974.0,1.0,0.0,0.0,7395_03,4.0,0.0,1.0,0.0,3682.0,0,0,197.0
22.0,350,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,9149_02,0.0,1.0,1.0,0.0,3761.0,0,0,4521.0
20.0,1307,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,6326_01,0.0,1.0,0.0,0.0,696.0,0,0,0.0
21.0,482,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3064_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
29.0,86,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2097_01,0.0,0.0,1.0,0.0,0.0,1,0,0.0
26.0,455,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,2254_01,0.0,0.0,0.0,0.0,702.0,0,0,1.0
26.0,561,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2958_01,1822.0,4.0,1.0,0.0,107.0,0,0,1204.0
19.0,387,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,5946_01,300.0,642.0,1.0,0.0,0.0,0,0,0.0
61.0,764,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4712_01,0.0,0.0,0.0,0.0,0.0,1,0,0.0
0.0,965,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5967_03,0.0,0.0,0.0,0.0,0.0,0,0,0.0
39.0,176,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5814_07,0.0,0.0,1.0,0.0,0.0,1,0,0.0
4.0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0044_02,0.0,0.0,0.0,0.0,0.0,1,0,0.0
44.0,56,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3863.0,1.0,0.0,0.0,1306_01,0.0,1.0,1.0,0.0,1010.0,1,0,514.0
0.0,1711,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8318_04,0.0,0.0,0.0,0.0,0.0,1,0,0.0
23.0,323,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.0,0.0,0.0,0.0,5176_01,576.0,0.0,0.0,0.0,0.0,0,0,9.0
